Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
BabyPeas-11195,"1,077",0,3.20,6.67,61.5%,14.77,14.77,"3,679.31"," 3,932.08",1.70,7.54,423.60,5,98,56,"47,831",192,0,2,60
CarryService-2826,286,0,0.45,1.73,0.0%,0.00,5.00,"2,631.00","5,909.00",0.43,8.50,227.14,527,2,"2,494","2,631",5,14,80,11
SUPREME-22425,496,"3,085",2.46,2.91,57.1%,24.30,24.30,"8,216.08",956.44,2.01,1.32,680.32,194, 581,888,"517,613","1,531",3,18,623
teabagmilo-1962,82,0,2.03,8.83,28.6%,16.86,16.86," 8,326.29",93.57,1.77,0.16,875.57,17,42,56,"58,284",118,4,3,58
RE4PER-21904,87,"3,523",3.19,3.50,65.9%,29.39,29.39,"9,858.61","1,542.29",2.27,1.99,762.02,131,446,643,"404,203","1,205",7,28,378
Georgieboyy-11238,"1,034","3,081",2.68,3.01,52.1%,26.15,26.15,"8,810.07",388.18,2.10,0.52,707.72,287,"1,439","1,761","1,251,030","3,713",2,57,"1,388"
yopandaman-1351,336,"3,047",3.08,6.60,66.7%,18.36,18.36,"4,628.60","6,075.49",1.97,10.85,495.92,53,323,297,"208,287",826,0,7,268
Tiki-1514,313,"3,047",3.50,7.30,69.8%,24.09,24.09,"4,595.49","12,788.07",2.16,19.09,411.68,21,559,238,"197,606","1,036",0,20,296
Morgan-12855,"1,669","3,047",3.31,3.41,66.7%,30.87,30.87,"11,201.80",570.13,3.86,1.19,"1,400.23",61,148,288,"168,027",463,2,5,140
bibiwip-2536,577,"2,832",1.92,3.11,48.9%,18.95,18.95,"6,821.69","3,565.78",1.63,5.11,586.03,59,667,692,"600,309","1,668",10,43,868
Bob-26610,215,"2,714",2.27,2.79,41.7%,24.10,24.10,"8,345.85","1,417.23",1.87,1.83,647.91,162 ,411,577,"400,601","1,157",0,3,510
zay-11387,479,"3,057",3.40,5.23,50.0%,24.76,24.76,"8,224.98","1,379.97",2.14,1.98,709.29,85,"1,313","1,038","954,098","2,872",21,61,844
Wekend-11341,672,"3,040",2.47,4.23,52.2%,21.70,21.70,"7,149.52","3,268.55",1.79,4.49,589.36,85,"1,580","1,188","1,136,774","3,451",29,60 ,"1,399"
Shiba-11527,916,"3,269",2.63,6.42,53.5%,20.03,20.03,"5,458.04","8,332.92",1.66,11.49,451.49,157,"2,191","1,299","1,162,563","4,267",14,48,"1,625"
altezy-2362,265,"3,013",0.23,6.02,41.9%,1.81,1.81,240.77,"12,065.19",0.15,16.19,19.39,3,23,16,"7,464",56,0,0,245
Bandicoot-21582,733,"3,027",2.67,4.22,50.0%,20.94,20.94,"6,776.33","2,641.81",1.83,3.84,591.52,97,679,619,"528,554","1,633",9,22,611
PsychoReaper-21452,567,"3,045",2.61,2.65,52.5%,27.22,27.22 ,"9,005.78",164.58,2.44,0.25,805.98,194,289,671,"360,231","1,089",17,14,417
BerpDerp-11121,826,0,2.85,8.46,50.0%,18.50,18.50," 6,827.50","9,337.50",1.50,12.62,553.58,2,24,15,"13,655",37,3,5,13
ANAK-11465,45,"3,075",2.10,2.67,51.1%,20.58,20.58,"6,748.36","1,712.49",1.75,2.43,574.73,101,323,497,"303,676",926,23,4,441
SnowXD-11210,298,"3,044",2.76,3.68,50.5%,24.85,24.85,"8,913.11","2,480.93",2.16,3.59,774.03,269,927,"1,391","882,398","2,460",5,45, 892
RiskyTBH-2132,634,"3,044",2.91,3.47,71.4%,27.96,27.96,"11,161.21","2,270.71",2.18,2.94,868.09,63,301,411,"312,514",783,3,11,269
Shadow-215206,580,0,2.29,18.24,0.0%,0.00,19.50,"5,145.50",554.00,1.78,0.84,469.19,4,16,17,"10,291",39,2,22,17
Duhanito-21136,301,"3,043",3.24,5.23,48.5%,22.91,22.91,"7,537.03",975.58,2.10,1.49,690.89,32,363,248,"248,722",756,0,23,233
CrayTaco-1841,400,"3,226",2.41,3.40,50.4%,24.06,24.06,"8,189.91","1,602.17",1.93,2.14,656.48,502,"1,947","2,765","1,949,198","5,726",9,74,"2,376"
royal-21485,368,0,3.31,8.92,75.0%,21.50,21.50,"5,340.25","11,013.00",1.66,14.17,412.37,3,53,17,"21,361",86,0,16,26
Rohidian-2624,997,"3,130",2.66,3.30,46.8%,23.60,23.60,"8,966.60",824.24,1.92,1.12,729.35,81,"1,340","1,173","1,129,792","2,974",18,39,"1,118"
CrazyMONKEY-1831,385,"3,164",2.27,3.14,53.6%,23.88,23.88,"8,107.08","3,638.74",2.01,5.10,681.50,106,"1,046",951,"786,387","2,316",4,44,"1,019"
VIZO-21858,581,"3,042",2.55,3.51 ,48.4%,24.25,24.25,"8,464.13","2,481.35",1.96,3.33,682.51,516,"2,008","2,461","1,802,859","5,166",16,59,"2,022"
Minecraft69-21545,269,"3,042",2.09,3.50,47.1%,17.94,17.94,"6,008.94","2,763.90",1.69,4.35,567.51,68,377,346,"306,456",915,5,6,437
Sandro-11582,290,"2,690",2.32,2.99,35.3%,20.71,20.71,"8,518.76",995.94,1.83,1.47,753.28,38,104,185,"144,819",352 ,8,5,152
Splinter-2363,117,"3,256",2.67 ,2.81,52.5%,26.30,26.30,"8,322.20",345.89,2.02,0.44,638.88,184,498,800,"507,654","1,604",3,11,600
WarFox06yes0-2869,284,"2,937",2.58,3.80,47.9%,22.19,22.19,"7,648.65","2,261.83",1.98,3.36,681.77,61,448,442,"367,135","1,065",3,11,412
supportonly-11882,292,"3,119",4.98,9.78,49.6%,25.43,25.43,"6,155.12","10,906.99",2.19,15.63,529.20,95,"1,299",714,"720,149","2,975",0,48,597
Adeezy-11667,629,"3,141",2.18,5.76,59.1%,18.11,18.11,"4,781.02","9,278.57",1.43,12.17,376.22,22,344,209,"210,365",797,2,3,365
VoidUnity-21487,592,"3,041",2.78,3.03,46.9%,26.06,26.06,"69,654.75",880.72,2.32,1.30,"6,191.53",109,273,438,"2,228,952",834,3,8,300
IfedHARD-1676,92,"3,041",3.09,4.62,51.7%,25.55,25.55,"7,418.93","1,317.50",2.25,1.93,651.97,42,587,478,"430,298","1,482",0,51,479
Ply-11635,516,"3,020",3.12,5.10,48.6%,24.17,24.17,"7,577.17","4,594.00",2.09,6.62,655.38,58,307,354,"265,201",846,2,5,271
Space-22372,264,"3,000",2.36,2.75,57.9%,22.21,22.21 ,"8,302.47",753.00,1.79,1.01,670.27,19,168,192,"157,747",422,4,11,179
Slade-1784,671,"3,040",2.33,4.40,50.0%,23.42,23.42,"8,440.92","3,849.15",1.69,4.63,609.62,52,266,294,"219,464",609,4,6,261
Yankee-11893,403,"3,592",2.26,4.89,54.8%,19.86,19.86,"4,892.37","9,626.73",1.62,13.06,398.24,123,"1,744",860," 821,918","3,336",39,40,"1,475"
Justice-11534,"1,332","3,180",1.72,4.81,63.6%,14.55,14.55,"4,360.09","8,303.55",1.13,10.73,337.99,5,62,42,"47,961",160,2,17,93
sobaka-11150,389,"3,039",2.16,5.05,51.7%,18.33,18.33,"4,525.56","8,505.72",1.51,11.68,372.94,116,"1,553","1,010","805,549","3,263",8,52,"1,508"
Fix-21875,61,"3,039",2.24,2.66,51.6%,24.14,24.14,0.00,"3,208.53",1.82,4.03,0.00,409,"1,051","1,563",0,"2,945",34,40,"1,313"
MIRO-31770,656,"3,039",3.02,3.78,59.3%,20.67,20.67,"8,300.56","1,649.22",2.33,3.09,933.81,45,175,283,"224,115",558,2,13,185
Riknic-1785,"1,122","2,993",2.79,3.39,42.3%,26.40,26.40,"8,377.38",813.37,2.04,1.05,648.67,102,535,593,"435,624","1,373",4,19,492
Aimbotcalvin-3248,170,"3,035",3.24,4.13,50.2%,21.13,21.13,"7,267.59","1,672.15",2.06,2.72,709.22,740,"1,504","2,991","1,766,025","5,135",24,44,"1,587"
PotatoPotato-1774,632,"3,214",2.46,2.85,40.0%,24.08,24.08,"8,542.84",400.00,2.10,0.58,744.71,35,232,278,"213,571",602,3,8,245
Bazozoo-1961,412,"3,038",2.38,2.84,58.0%,24.16,24.16,"8,297.92","1,350.05",2.01,1.88,691.49,254,942,"1,263","829,792","2,416",30,25,"1,015"
Renato-12485,495 ,"3,038",2.86,3.30,57.3%,26.25,26.25,"9,549.93",975.21,2.10,1.30,763.16,363,"1,012","1,605","1,117,342","3,071",12,35,"1,075"
Jzargo-11192,485,"3,120",1.69,3.55,72.7%,14.91,14.91,"4,649.18","5,704.64",1.19,7.61,372.05 ,14,145,98,"102,282",328,7,3,194
Bartie-2639,906,"2,689",2.59,3.50,51.4%,21.07,21.07,"8,042.59","2,132.29",1.77,2.99,677.09,419,"1,634","1,891","1,407,453","3,688",6,36,"1,423"
Retro-11488,91,"2,997",2.02,3.50,38.1%,20.38,20.38,"6,052.67","4,205.86",1.59,5.46,471.14,5,203,145,"127,106",428,6,7,212
twlvpm-1687,51,"2,923",2.49,5.20,40.0%,19.90,19.90,"5,799.70","4,411.50",1.70,6.29,496.20,3,94,61,"57,997",199,0,14,80
Trmbee-1464,798,0,1.86,6.86,0.0%,0.00,13.00,"7,315.00","8,177.00",0.94,9.85,528.80,22,5,7,"7,315",13,9,15,7
Blasha-11900,"1,690","3,030",2.43,5.54,49.6%,18.83,18.83,"5,567.18","6,537.50",1.57,9.09,464.47,243,"4,239","2,786","2,750,189","9,302",42,121,"3,830"
Aene-21888,178,"3,036",2.32,5.45,49.2%,18.67,18.67,"5,456.83","9,081.58",1.54,12.46,449.39,149,"2,067","1,374","1,375,121","4,704",0,65,"2,027"
Trmbee-1464,798,0,1.86,6.86,0.0%,0.00,13.00,"7,315.00","8,177.00",0.94,9.85,528.80,22,5,7,"7,315",13,9,15 ,7
kidleader-11921,596,"3,087",3.62,5.97,46.9%,25.73,25.73,"8,916.48","1,626.79",2.16,2.28,749.72,81,868,803,"722,235","2,084",10,28,576
EaZyMoOoDe-2894,260,"3,035",2.92,3.40,51.7%,23.09,23.09,"7,127.95",450.21,2.03,0.66,625.29,63,549,492,"413,421","1,339",8,25,458
Brandito-3889,"1,257","3,035",2.46,2.88,54.9%,21.55,21.55 ,"7,445.00",700.11,1.83,0.99,633.05,625,"1,945","2,712","1,913,366","5,539",43,64,"2,251"
masterwessel-2448,459,"2,802",3.09,5.01,43.8%,23.92,23.92,"7,460.30","3,509.61",1.95,4.77,608.57,104,912,780,"716,189","2,296",11,19,743
Floutsch-2187,388,"3,000",2.65,3.60,55.6%,24.89,24.89,"7,702.72","3,331.39",2.12,4.72,654.88,32,170,191,"138,649",448,5,4,169
Chriscolumbo-21665,277,"2,848",2.88,4.27,42.9%,23.21,23.21,"8,194.64","3,772.50",1.95,5.27,687.11,26,140 ,153,"114,725",325,2,2,113
Ralrike-1383,620,"3,034",2.51,3.12,51.7%,24.26,24.26,"9,376.07","1,780.22",2.16,2.65,836.49,224,951,"1,255","853,222","2,208",5,27,880
Chan98-21639,119,0,3.67,4.33, 69.8%,26.72,26.72," 9,556.38",592.47,2.38,0.88,851.48,161,490,682,"506,488","1,416",3,11,386
Synapse-11503,369,"3,033",2.79,3.44,51.9%,24.24,24.24,"9,281.33","1,814.83",2.09,2.61,799.96,362,"1,947","2,237","1,679,921","4,388",4,55,"1,571"
PikaTopher-1280,"1,431","3,033",1.19,4.35,50.0%,8.68,8.68,"1,965.36","11,020.82",0.80,16.84,180.16, 4,83,58,"43,238",191,5,69,160
Khal-21185,611,"3,032",2.30,2.89,53.9%,23.15,23.15,"8,070.03","1,614.37",1.87,2.18,652.62,510,"1,142","2,092","1,258,924","3,611",41,29,"1,573"
jackgray3110-2969,377,"2,926",2.61,2.95,51.5%,23.02,23.02,"8,037.97",703.38,1.97,1.00,686.16,454,"1,969","2,714 ","1,888,924","5,410",90,67,"2,069"
Hit-1981,611,"3,032",2.24,2.41,49.1%,26.24,26.24,"9,131.83",651.19,2.15,0.89,747.15,625,814,"1,900","986,238","2,834",24,16,"1,267"
HUM-11295,492,"2,770",1.97,4.89,47.3%,14.99,14.99,"3,472.71","8,619.34",1.28,12.30,297.35,18,667,301,"316,017","1,364",2,17,694
FlowZ-21541,37,"3,031",2.95,3.46,50.5%,25.49,25.49,"9,239.53","1,201.59",2.24,1.76,812.74,312,816,"1,371","877,755 ","2,422",6,31,821
SpaceGhost-11969,"1,220",0,2.66,3.09,54.1%,23.84,23.84,"8,451.05",748.20,1.98,1.04,701.61,271,"1,517","1,726","1,250,755","3,528",27,50,"1,328"
KKilroy-1762,275,"3,031",2.65,4.28,47.4%,20.09,20.09,"6,865.74","3,481.53",1.65,4.78,565.61,428,"1,294","1,617","1,187,773","3,475",24,23,"1,313"
Pyro-22775,435,"2,893",3.02,4.95,50.0%,22.98,22.98,"6,317.32","3,480.87",1.89,4.76,518.66,51 ,"1,464",757,"808,617","2,941",10,41,975
Gazelle-11382,442,"2,987",2.30,3.11,47.3%,21.45,21.45,"7,205.95","2,070.00",1.73,2.78,581.39,230,"1,350","1,492","1,188,982","3,540",13,47,"1,536"
Simpan-21438,828,"3,331",2.53,4.19,48.5%,22.00,22.00,"7,117.39","3,536.02",1.79,4.79,578.04,281,"1,914","2,006","1,672,587","5,171",37,56,"2,047"
NVIDIA-11501,632,"2,946",2.90,3.98,48.3%,22.08,22.08,"7,490.77","2,197.18",1.84,3.04,622.87,397,"1,814","2,556","1,782,803","5,254",7,55,"1,814"
HotBodRod-1876,854,"3,012",2.27,2.66,51.7%,20.17,20.17,"7,612.66",849.72,1.67,1.17,628.70,185,"1,142 ","1,394","1,134,286","3,006",13,42,"1,323"
Riyazo-1768,218,"2,915",2.18,2.69,46.9%,22.44,22.44,"6,957.37","1,088.80",1.83,1.48,567.67,223,658,972,"563,547","1,818",16,23,835
Edmez-1217,695,"3,122",3.34,4.64,51.8%,27.21,27.21 ,"10,104.14","1,539.91",2.23,2.11,828.76,374,"2,483","2,887","2,475,515","6,666",17,94,"1,996"
Iatu-2309,519,"3,029",2.05,4.62,43.1%,17.08,17.08," 4,908.61","6,761.14",1.45,9.58,417.23,34,413,286,"250,339",871,0,12,424
Badory-21909,157,"2,630",2.49,2.95,47.3%,24.49,24.49,"9,091.65","1,094.10",2.05,1.53,761.24,585,"2,390","3,439","2,482,020","6,687",34,90,"2,687"
OFCOURSE-11278,745,"3,028",2.23 ,2.99,48.9%,20.42,20.42,"6,756.51","2,539.98",1.70,3.53,563.62,951,"3,334","3,983","2,803,950","8,474",119,77,"3,801"
GantZ-2587,942 ,"2,793",2.34,4.31,49.5%,20.29,20.29,"5,887.56","8,802.59",1.67,12.09,485.28,264,"4,677","2,593","2,725,939","9,396",12,120,"4,011"
OFCOURSE-11278,745,"3,028",2.23 ,2.99,48.9%,20.42,20.42,"6,756.51","2,539.98",1.70,3.53,563.62,951,"3,334","3,983","2,803,950","8,474",119,77,"3,801"
SirLofish-1602, 620,"2,935",2.32,2.68,51.4%,25.86 ,25.86,"8,770.66",830.34,2.03,1.08,687.59,249,939,"1,488","973,543","2,871",32,40,"1,240"
Monkinek-2877,283,"3,027",2.24,6.21,61.4%,16.86,16.86,"4,513.39","6,440.05",1.55,9.84,413.73,28,327,264,"198,589",742,2,7,331
Vendetta-12679,"1,101","3,222",2.53,3.02,50.3%,21.77,21.77,"8,067.98","1,353.97",1.80,1.87,667.88,830,"1,748","3,419","2,307,442","6,225",3,47,"2,464"
WRAXU-3473,832,"3,027",2.42,2.42,53.9%,24.88,24.88,0.00,890.50,2.16,1.29, 0.00,85,202,368,0,647,0,11,267
VagueZephyr-2446,166,"3,027",2.13,5.36,56.1%,15.91,15.91,"4,870.92","5,666.08",1.35,7.99,412.16,52,438,405,"321,481","1,050",3,20,492
siqk-11151,283,"2,989",3.24,4.08,53.1%,23.73,23.73,"7,921.24","1,310.69",1.94,1.79,648.57,282,"1,684","1,694","1,402,060","4,200",24,47,"1,296"
dolly-21536,187,"3,026",2.38,2.88,53.3%,22.23,22.23,"7,637.05","2,326.67",1.98,3.46,681.39,364,"1,259","1,815","1,145,557","3,334",32,23,"1,399"
Chuggy-11142,320,"3,078",2.32,3.33,47.3%,21.05,21.05,"7,108.20","1,363.02",1.81,1.95,611.23,30,447,420,"390,951","1,158",7,18,499
KingCuck-2519,321,"3,026",1.73,3.78,49.7%,14.68,14.68,0.00,"5,354.26",1.27,7.72,0.00,354,"1,881","2,120",0,"4,727",25,50,"2,725"
Ace-16673,253,"3,025",2.81,3.20,50.0%,27.44,27.44,"9,007.28",768.01,2.13,1.00,700.57,364,"1,558","1,989","1,387,121","4,225",29,74,"1,505"
Aliss-2554,432,"2,864",2.75,5.52,48.7%,20.66,20.66,"6,067.66","5,875.22",1.64,7.77,481.63,67,"1,131",703,"722,051","2,459",10,27,893
Nemiros-11661,243,"3,025",2.46,3.07,52.5%,22.26,22.26,"7,820.80",953.04,1.87,1.33,656.85,857,"4,178","5,351","4,019,893 ","11,444",74,172,"4,645"
Clover-32556,195,"3,025",2.17,2.87,53.3%,21.27,21.27,"7,854.50","1,837.81",1.80,2.60,666.18,464,"1,677","2,316","1,798,680","4,871",21,67,"2,244"
Sol-22218,238,"3,024",2.44,4.81,48.4%,15.74,15.74,"3,707.81","7,355.74",1.63,12.67,383.14 ,8,216,93,"114,942",488,4,4,200
LongDuckDong-11389,502,"3,024",2.75,7.08,63.2%,21.18,21.18,"5,679.16","6,391.47",1.85,9.29,495.11,60,698,451 ,"386,183","1,440",17,15,523
jayt-1768,726,"3,024 ",2.14,5.01,50.0%,16.91,16.91,"5,344.81","5,311.00", 1.52,7.94,479.66,59,491,444,"374,137","1,184",5,20,554
Demeron-1397,208,"3,024 ",2.46,3.07,52.6%,20.13,20.13,"7,707.59","1,330.05", 1.88,2.07,718.33,712,"2,340","2,798","2,111,880","5,515",30,59,"2,241"
Supernova-22613,519,"3,024",2.47,4.39,55.7%,21.15,21.15,"7,697.14","2,825.83",1.72,3.84,627.17,61,832,681,"677,348","1,861",9,23,752
Ecksedee-2983,710,"3,024",3.29,3.58,52.6%,27.89,27.89,"10,606.42",693.47,2.94,1.22,"1,119.57",57,171,295,"201,522",530,83,11,161
Shadowkiller-1228,361,"3,023",2.82,3.16,66.7%,27.67,27.67,"9,929.23",909.72,2.25,1.23,806.75,133,411,607,"387,240","1,079",0,12,383
ggitsBacon-1581,240,0,1.76,4.19,42.9%,15.57,15.57,"4,817.43","6,511.43",1.42,9.90,439.57,3,56,30,"33,722",109,2,43,62
Darthcheese-1780,494,"3,025",3.09,5.43,50.0%,22.73,22.73,"6,936.19","5,796.46",1.94,8.24,591.41,22,262,194,"180,341",591,6, 10,191
coZen-1776,284,"3,023",2.72,3.65,48.0%,23.55,23.55,"8,621.96","2,582.99",1.91,3.49,699.34,153,721,810,"629,403","1,719",2,21,631
Nicko-21256,330 ,0,2.88,4.93,28.6%,23.00,23.00,"7,015.86","3,507.00",2.04,5.18,622.18,21,56,99,"49,111",161,2,2,56
Biosparks-21236,337,"3,080",2.72,3.05,52.5%,23.12,23.12,"8,370.33","1,473.45",1.97,2.09,713.87,866,"1,589","2,925","1,816,361","5,016",31,36,"1,844"
ZMS-21345,656,"3,118",2.43,2.77,45.5%,21.45,21.45,"7,147.73",280.36,1.89,0.41,629.76,11,96,100,"78,625",236,2,3,97
Hazzman08-21829,349,"2,729",2.49,2.59,33.3%,24.43,24.43,"8,297.24",440.90,2.17,0.65,736.08,49,146,282,"174,242",513,2,14,206
DpsMain-1242,54,"3,251",2.60,3.20,67.9%,19.54,19.54,"6,990.79","1,046.54",1.72,1.54,615.70,52,220,298,"195,742",547,7,9,210
k3nshin-2163,427,"3,022",2.25,3.82,51.5%,22.39,22.39,"7,412.67","3,058.06",1.89,4.31,627.23,101,522,578,"489,236","1,478",7,21,657 
Meatball-21679,825,"3,022",2.14,2.87,41.9%,21.03,21.03,"7,637.06","1,390.85",1.81,2.00,657.64,111,507,648,"473,498","1,304",0, 19,610
Hello-12735,833,"3,001",2.45,3.82,58.1%,23.16,23.16,"7,439.56","2,775.63",1.75,3.50,562.23,44,422,331,"319,901",996,14,22 ,407
Michels-11872,541,"3,021",3.43,3.82,59.2%,31.51,31.51,"12,339.53",631.04,2.57,0.86,"1,007.73",161,657,924,"604,637","1,544",2,27,450
Lavq-1865,914,"3,181",3.91,5.30,50.0%,30.10,30.10,"9,513.70","2,864.80",2.15,3.41,680.04,13,118,130,"95,137",301,5,3,77
Esmalic-1665,175,"3,061",3.78,4.86,62.5%,29.46,29.46,"9,145.33","2,335.50",2.47,3.26,765.30,44,269,316,"219,488",707,5,8,187
fakepearl-2251,104,0,1.81,2.50,16.7%,18.67,18.67,"6,576.17","1,992.50",1.75,3.12,617.16,14,42,52,"39,457",112,16,30,62
henrybenners-2193,699,"3,100",2.40,3.35,46.1%,20.79,20.79,"7,637.52","2,248.44",1.77,3.18,648.75,243,808,"1,018","878,315","2,391",13,19,996
henrybenners-2193,699,"3,100",2.40,3.35,46.1%,20.79,20.79,"7,637.52","2,248.44",1.77,3.18,648.75,243,808,"1,018","878,315","2,391",13,19,996
Connor-22597,408,"2,547",1.43,1.94,32.4%,14.44,14.44,"5,099.21","1,652.12",1.39,2.66,492.30,24,223,192,"173,373",491,5,7,343
McgaylOrlAFK-1141,415,"3,136",2.95,3.34,60.2%,27.78,27.78,"9,713.13","1,100.17",2.26,1.49,789.33,439,926,"1,745","1,000,452","2,861",16,28,971
TrueBanana-11159,386,0,2.56,4.19,61.5%,19.08,19.08,"6,259.54","2,275.08",1.72,3.41,562.82 ,5,113,105,"81,374",248,0,4,97
iToastyToast-1561,513,"2,968",2.43,3.80,44.7%,21.15,21.15,"6,545.57","4,005.71",1.73,5.47,536.29,89,"1,404","1,076","981,835","3,173",12,52,"1,305"
Zenattra-1106,348,"2,913",2.61,7.15,40.9%,17.68,17.68,"5,794.00","8,019.68",1.53,11.53,499.84,31,182,143," 127,468",389,0,20,149
mattishere4u-2787,326,"3,019",1.94,2.60,49.3%,21.08,21.08,"7,575.16",931.37,1.65,1.21,591.81,52,639,649,"568,137","1,581",9,34,813
Lander-11199,468,0,3.87,6.04,50.0%,21.58,21.58,"6,242.17","3,523.50",1.77,4.81,511.59,4,90,71,"74,906",259,4,16,67
Tyrone-12252,550,"3,019",2.83,3.16, 48.9%,24.29,24.29,"8,178.10",854.80,2.00,1.17,671.98,789,"2,518","3,774","2,289,868","6,802",34,76,"2,403"
SpicySalsa-1287,724,0,2.45,4.02,63.1%,19.37,19.37,"5,314.08","3,189.51",1.63,4.47,447.18,36,537,370 ,"345,415","1,259",2,19,514
Iggy-11926,52,"3,019",2.45,3.74,59.3%,22.07,22.07,0.00,"3,624.52",1.99,5.44,0.00,52,241,268,0,596,2,7,243
Nocturn-21461,563,"3,019",2.73,3.17,48.7%,23.53,23.53,"9,482.77",890.99,2.02,1.27,813.08,496,"1,729","2,408","1,811,210","4,495",20,72,"1,646"
Tux-11680,733,"2,947",2.27,6.27,36.4%,16.85,16.85,"5,347.39","7,381.30",1.54,11.25,488.89,38,192,213,"176,464",556,2,3,245
WorstPlayer-21947,551,"3,579",2.36,5.52,52.1%,16.53,16.53,"4,372.40","9,482.23",1.38,13.20,365.10,66,967,627,"638,370","2,413",3,31,"1,024"
k4oong-1196,808,"3,018",2.35,4.43,51.6%,19.66,19.66,"6,377.36","3,084.92",1.63,4.26,528.72,108,"1,704","1,213","1,237,208","3,814",38,78,"1,625"
gnss-2763,811,"3,005",2.63,5.20,51.6%,20.61,20.61,"5,640.10","9,899.65",1.67,13.39,457.76,24,305,223,"174,843",639,2,5,243
Ennio-11372,303,"3,113",2.69,4.16,54.7%,23.19,23.19,"6,954.44","3,446.52",1.87,4.62,559.80,32,763,555,"521,583","1,739",5,23, 646
AnimeTidyz-1761,"1,253","2,989",2.21,3.50,53.4%,21.20,21.20,"6,725.64","4,222.59",1.73,5.76,550.28,151,"1,265","1,070","894,510","2,819",9,36,"1,278"
Revenge-12440,852,"3,051",2.56,5.29,62.2%,20.89,20.89,"6,321.95","5,893.27",1.75,8.23,529.63,30,283,213,"233,912",773,25,15,302
Jivo-2973,"1,102","3,032",1.96,4.49,53.1%,20.56,20.56,"7,218.91","5,694.34",1.54,7.12,541.84,21,281,227,"231,005",658,5,6,336
Zoglog-1788,998,0,1.84,3.62,36.7%,18.02,18.02,"6,462.35","3,595.33",1.45,4.83,521.20,31,456,289,"316,655",883,4,7,480
McCree-21123,34,"3,017",3.09,3.92,49.2%,25.72,25.72,"9,456.10",576.72,2.18,0.81,801.14,216,562,795,"576,822","1,569",27,30,508
Afin-11969,412,"2,977",3.02,4.42,47.4%,24.00,24.00,"7,470.79","4,522.05",1.88,5.90,585.30, 11,214,131,"141,945",456,2,6,151
DDevil-11552,906,"2,974",2.27,3.75,48.4%,20.17,20.17,"6,836.55","3,301.11",1.66,4.53,562.63,275,"2,757","2,271","2,160,350","6,375",36,87,"2,804"
bravotwo-6816,327,0,2.48,22.24,0.0%,0.00,26.00,"8,215.50","7,983.00",2.26,11.56,713.87,184,28,19,"16,431",52,5,104,21
mixXxa-2416,508,"3,190",2.30,2.57,56.8%,24.64,24.64,"9,581.86",838.49,2.07,1.18,806.75,285,"1,100","1,691","1,197,733","3,080",7,51,"1,337"
Adde-21487,336,"3,017",2.49,3.31,48.8%,24.00,24.00 ,0.00,"2,658.02",2.15,3.97,0.00,71,373,418,0,"1,032",11,17,414
uNKOE-3265,260,"3,231",2.25,3.77,57.4%,19.37,19.37,"6,168.65","3,004.87",1.68,4.35,536.15,115,916,976,"838,936","2,634",23,20,"1,171"
CopiousGible-1376,337,"3,017",1.80,4.88,76.5%,13.59,13.59,"2,927.59","7,208.65",1.28,11.35,276.49,4,111,37,"49,769",231,23,5,128
BananaTofu-1683,464,"3,018",3.80, 4.37,52.1%,28.21,28.21,"10,871.55","1,232.88",2.44,1.77,938.76,351,"1,052","1,920","1,293,714","3,357",16,47,883
Skips-1881,206,"2,855",2.08,2.62,53.8%,19.88,19.88,"7,625.35",658.92,1.64,0.90,627.20,18,212,228,"198,259",517,7,6,248
Nargarzhvog-1777,160,0,2.33,4.71,44.6%,20.36,20.36,"5,934.75","5,708.68",1.80,8.39,523.45,38,540,367,"332,346","1,140",4,18,490
False-1682,553,"3,016",2.90,4.51,51.2%,26.85,26.85,"7,743.22","7,392.10",2.14,9.81,616.59,124,"1,048",856," 665,917","2,309",18,28,795
Froxy-21622,322,"3,016",3.28,5.20,54.6%,27.36,27.36,"8,686.21","3,434.85",2.19,4.57,694.00,109,301,409,"286,645",903,6,3,275
Susu-21140,145,"3,016",1.92,3.64,54.3%,16.33,16.33,"4,646.62","4,201.60",1.36,5.84,387.22,62,904,538,"487,895","1,715",15,28,891
AfricaMola-1675,34,"3,016",3.18,3.41,59.6%,26.15,26.15,"9,242.72",749.63,2.52,1.20,890.04,328,"1,072","1,451","961,243","2,720",0,30,855
LMFAO-12105,69,"3,015",1.85,2.13,39.6%,20.47,20.47,0.00,"2,672.75",1.56,3.39,0.00,223,774,947,0,"1,965",28,29,"1,064"
UnfixedGod-2287,500,"2,912",2.64,3.68,54.3%,24.68,24.68,"8,429.38","2,858.90",1.94,3.74,661.96,194,837,"1,069","775,503","2,271",6,16,859
LaboTec-2957,541,"2,939",2.38,3.21,46.4%,21.44,21.44,"7,982.58","1,984.80",1.83,2.82,680.96,535,"1,716","2,101","1,564,586","4,202",10,32,"1,764"
OrganicZombi-1177,365,0,1.79,2.72,0.0%,0.00,19.00,"6,833.40","4,496.40",1.47,5.78,527.40,5,40,30,"34,167",95,3,5,53
chaceme-11340,583,"2,894",2.52,3.48,55.6%,22.44,22.44,"8,065.61","1,116.44",1.84,1.52,660.06,15,187,127,"145,181",404,10,10,160
